tool,sentence
jaeger,"Therefore, the annotations I used in my Ingress spec had no affect:"
jaeger,So I found  another Stack Overflow post discussing Traefik and gRPC  and modified my original Ingress spec above a bit to include the annotations mentioned there:
jaeger,These are the changes I made:
jaeger,Hopefully this helps someone else running into this same confusion.
jaeger,"It's not clear in the documentation, but I managed to get it working by providing the  SPAN_STORAGE_TYPE  and the respective connection details to allow the jaeger components to talk to the storage running outside of the all-in-one container."
jaeger,"For instance, I'm running elasticsearch on my Mac, so I used the following command to run all-in-one:"
jaeger,According to istio  documentation
jaeger,"To see trace data, you must send requests to your service."
jaeger,The number of requests depends on Istio’s sampling rate.
jaeger,You set this rate when you install Istio.
jaeger,The default sampling rate is 1%.
jaeger,You need to send at least 100 requests before the first trace is visible.
jaeger,Could you try to send at least 100 requests and check if it works?
jaeger,If you wan't to change the default sampling rate then there is istio  documentation  about that.
jaeger,Customizing Trace sampling
jaeger,The sampling rate option can be used to control what percentage of requests get reported to your tracing system.
jaeger,This should be configured depending upon your traffic in the mesh and the amount of tracing data you want to collect.
jaeger,The default rate is 1%.
jaeger,"To modify the default random sampling to 50, add the following option to your tracing.yaml file."
jaeger,The sampling rate should be in the range of 0.0 to 100.0 with a precision of 0.01.
jaeger,"For example, to trace 5 requests out of every 10000, use 0.05 as the value here."
jaeger,After digging around in the OpenTracing C# .NET Core source ( https://github.com/opentracing-contrib/csharp-netcore ) I figured out how to override the top level Span.OperationName.
jaeger,I had to update my  Startup.ConfigureServices()  call to  services.AddOpenTracing()  to the following:
jaeger,I have resolved it after configuring port as 14250 as JaegerGrpcSpanExporter internally uses grpc port which has been configured to 14250 for jaeger-collector
jaeger,"I was studying Opentracing and Jeager and I've used this tutorial to get familiar with the basic possibilities:
 https://github.com/yurishkuro/opentracing-tutorial/tree/master/java"
jaeger,"If you take a look in the case 1 (Hello World), it explains how to &quot; Annotate the Trace with Tags and Logs &quot;."
jaeger,"That would answer your questions 1, 2 and 3, as with that you can add all the info that you would like within spans and logs."
jaeger,"Here is a snippet from the repository (but I'd recommend checking there, as it has a more detailed explanation):"
jaeger,"In this case  helloTo  is a variable containing a name, to whom the app will say hello."
jaeger,It would create a span tag called hello-to with the value that is coming from the execution.
jaeger,"Below we have an example for the logs case, where the whole  helloStr  message is added to the logs:"
jaeger,"Regarding the last question, that would be easier, you can use the Jaeger UI to search for the trace you would like, there is a field for that on the top left corner:"
jaeger,There you go.
jaeger,There are various overloaded methods as follows
jaeger,I want to add some fields to span tags so that it's easy to search in JaegerUI.
jaeger,"Jaeger API provides  log  method to log multiple fields that needs to be added to a map, the method signature is as follows,"
jaeger,"Span log(Map&lt;String, ?&gt; fields);"
jaeger,eg:
jaeger,"spanId and traceId are stored in JaegerSpanContext class, which can be obtained from context() method of Span class."
jaeger,There is a search box in the navigation bar of Jaeger UI where you can search traces by trace ID.
jaeger,"What you did is for http 1.x, and it doesn't work for http2/grpc."
jaeger,Please dive into grpc impl in springboot doc.
jaeger,Thanks Yuri.
jaeger,Yes it was a clock issue.
jaeger,"Although the host machine (VM) updated its clock on every unpause, docker for windows did not."
jaeger,The timezones were correct for all containers but the times were all out by the exact same amount.
jaeger,This must be the docker internal clock that seems to only get updated once on launch and not at the launch of every new container.
jaeger,"Although all container clocks were out by the same amount, the windows host machine was correct."
jaeger,The messages were arriving but the times/dates were outside the time frame window the UI was displaying.
jaeger,If I set a custom date range I'm sure they would appear.
jaeger,The containers must have been out by a few days with the continual stopping and starting and not by just a few hours.
jaeger,Time drift in docker is a known issue on Mac and Windows OS.
jaeger,Check the date/time in a docker container using this (apologies in advance)
jaeger,or calculate the drift...
jaeger,Unfortunately there doesnt seem to be a better solution than occasionally restarting the container.
jaeger,The problem is that your Jaeger collector is not accessible from outside docker network host as you specified in your docker command.
jaeger,This would only work if your spring boot application is deployed on the host network too.
jaeger,Try to run Jaeger as follows:
jaeger,It should trigger.
jaeger,Have you tried looking at the logs being generated by your pods?
jaeger,In my case I got the following
jaeger,"ERROR Failed to flush spans in reporter: error sending spans over UDP:
  Error: getaddrinfo ENOTFOUND  http://jaeger-agent , packet size: 984,
  bytes sent: undefined"
jaeger,Changing it to jaeger-agent worked for me.
jaeger,Also if it helps I have declared this under my jaeger image in docker-compose.yml:
jaeger,The answer here is to install istio with  --set values.global.tracer.zipkin.address  as provided in  istio documentation
jaeger,And
jaeger,"Use the original TracingService  setting: service: ""zipkin.istio-system:9411""  as Donato Szilagyi confirmed in comments."
jaeger,Great!
jaeger,It works.
jaeger,"And this time I used the original TracingService setting: service: ""zipkin.istio-system:9411"" – Donato Szilagy"
jaeger,"Not sure, but it seems you miss setting the TLS for Cassandra Storage in Azure Cosmos DB."
jaeger,"When you use the Cassandra client to connect the Cassandra Storage in Azure Cosmos DB, it will give out the time out error, but if you enable the SSL, the connection works well."
jaeger,So I think you can try to enable the TLS for Cassandra in your values.yaml following the steps in the Github which provided.
jaeger,A colleague of mine provided the answer...
jaeger,"It was hidden in the Makefile, which hadn't worked for me as I don't use Golang (and it had been more complex than just installing Golang and running it, but I digress...)."
jaeger,The following .sh will do the trick.
jaeger,"This assumes the query.proto file is a subdirectory from the same location as the script below, under model/proto/api_v2/ (as it appears in the main Jaeger repo)."
jaeger,"This will definitely generate the needed Python file, but it will still be missing dependencies."
jaeger,"Jaeger clients implement so-called  head-based sampling , where a sampling decision is made at the root of the call tree and propagated down the tree along with the trace context."
